business_id,name,latitude,longitude,stars,review_count,is_open,cuisine
eJFw8xWcqyAno0SclR4uzg,Madison's Grill,53.5407845,-113.4922256,4.0,51,1,american
2fTfpN5SggLgW4LlzptMPg,Tzin Wine & Tapas,53.5410214625,-113.4992408752,4.5,116,1,spanish
l8uzbLGk9CLjElcWGyBZ0Q,Transcend Coffee - Ritchie Market,53.51263,-113.476381,4.5,32,1,other
fgIAN_Y-hgPq6E-MPZk8vg,Panago Pizza,53.4263416,-113.5188169,3.5,7,1,pizzeria
Cr-uaPrfvG7tvqzLGAGErA,Kyoto Japanese Cuisine,53.5231333193,-113.5113531433,3.5,58,1,japanese
Cgt1HwatFE0sscdH6SlijA,Ellerslie Gift & Garden,53.4263451659,-113.4950146099,4.0,8,1,other
PJeoajci4MBVuyAOQet57g,Dover Kam Kitchen,53.5850722,-113.5290706,3.0,9,1,chinese
w--nMtFJ_aqM2OlG7z0ENg,124 Grand Market,53.5525283813,-113.534828186,4.5,18,1,other
151ujtgcbkGzAHUnctSg4w,Faculty Club,53.5300382,-113.5283787,4.0,13,1,american
TI2EOpvaPbDEg1gz3GGqXA,Crystal BBQ,53.5432079,-113.4842434,2.5,5,1,korean
KZ5w1iPH1bSnf-wBEYgtQQ,Rice Bowl Deluxe,53.5216024,-113.5785097,3.0,5,1,other
uE05fHI5V2ZWi5Uo9-hwqQ,Burger Bar,53.547509438,-113.528724622,2.5,5,1,american
Jio1vxVDY7qzNR5tVQj2lQ,Edmonton Oilers,53.5462366899,-113.4972208869,4.0,13,1,other
MtZrHienTC6EnKDEGu6AzA,Medium Rare Carnivore Club,53.3981447,-113.5694847,3.5,5,1,american
WrR6yPcE2Pf-zFR5W9vPxg,Coco Fresh Tea and Juice,53.522729,-113.627153,4.0,10,1,other
ypp08ewHqQ-zmdTnG8qOAw,New Dragon Express,53.533629,-113.627752,2.5,14,1,chinese
QMaXUlBsA0SLiYZOzDAjVQ,Nam Kitchen Express,53.6001157,-113.4858681,4.0,13,1,chinese
sU0eYd56_QArBBBlULxQaQ,Mayfield Veterinary Hospital,53.551715,-113.6100702,5.0,8,1,other
gV89NXiZ3C0RNz1STGoWNQ,Fort Edmonton Park,53.5033545784,-113.5735400447,4.5,48,1,other
M1t2pqGZmSIygY4880a_lQ,Tim Hortons,53.6282772,-113.4114882,2.0,6,1,other
7kko-9WTh53VZ_PmrffrSQ,Tasty Tom's,53.517857954,-113.4884910012,4.0,67,1,american
1nmZ8Aw360LPWRbYowp9cw,Sobeys,53.597823077,-113.3884384083,3.5,7,1,other
g3O9Y1jknYOvV7zwgIr54g,Cobs Bread,53.5472724347,-113.5279709716,4.0,8,1,other
lYvKFVlsglqffrrhVUvZrQ,ESM Fine Cakes and Pastries,53.4654962,-113.4752032,4.5,12,1,other
3gTZAOmML02T1L5gYIHYqQ,Kabsa  The Ultimate Cuisine,53.616357,-113.431281,4.0,24,1,halal
Ph3US7fhAc3a4P885ucdJg,Armour Registries & Insurance,53.4946788,-113.44395,3.5,5,1,other
dhKHcuHvwgB5qAAYencsFw,Kings Garden Noodle House,53.49461,-113.576889,3.0,15,1,chinese
zOzEoK5JvJCA244kYR7Prg,The Bro’Kin Yolk,53.4446871,-113.4901993,4.5,8,1,other
a24bmNPatJARqO1H4QnWgQ,Blue Quill Chinese Food,53.4604772,-113.5313926,3.0,26,1,chinese
Hcn6gI1MLg4tUJ9SfdUVqg,Duke of Argyll Pub,53.50984,-113.4412297,3.5,15,1,other
ErFFv3yCa9NnJ_x0hBPCtg,New Asian Village Express,53.4853579741,-113.5143256187,4.0,8,1,indian
AgN2wYfkqbHGvWN3CNdydA,Buster's Pizza & Donair,53.3969781497,-113.5297982796,3.5,6,1,pizzeria
CJzVNnmSG-f8zVCBJDam8g,Gangnam Street Food,53.6017805733,-113.4471042407,4.0,5,1,korean
Im5XYJ8jP3s85Lna48HcWA,Pizza 73,53.5999605,-113.395716,1.0,6,1,pizzeria
Iw7uhUS9D5gXESPr_DVHaA,Belgravia Hub,53.5125175,-113.5285441,4.0,27,1,other
0IG9w6YCkh-z5pnfSip6Nw,Tasty Noodle,53.4642729002,-113.4947454929,3.5,64,1,chinese
Dd_FDQPmNYWjj2NweX-3jA,Maria's Place,53.570039,-113.468559,4.0,5,1,other
j125DCJE1t353ZxXL8adsA,Tea Cottage,53.549634,-113.4920997,4.0,5,1,other
UwAqOh7QDJz9m9scQxH9iA,Panago Pizza,53.4999118,-113.6296212,4.5,6,1,pizzeria
0CLCzdedGT2DPjkYM52Tqg,Brewsters Brewing Company & Restaurant,53.5201345852,-113.5962501821,3.5,37,1,american
oR3iGLhTW3UiABNEhmMcUg,Taco Bell,53.5416544,-113.4175072,1.5,6,1,mexican
RY8I-VP7g-BMfGOSMA2lgg,Smitty's Family Restaurant,53.4548546821,-113.4293917044,3.0,5,1,american
TTUsGHhMch_hW03be2H0oA,Acajutla,53.5515737992,-113.516133992,3.5,42,1,mexican
WqxxEbwfz1xXn89jYBuQUQ,Burger Baron,53.570761,-113.4636068,4.5,11,1,american
ASJH8IDBdX_f5yOX0XEfYA,Sam's Pizza and Donair,53.523834,-113.639551,4.5,19,1,pizzeria
yDriUh65Wpx1HnTmXln9nw,Subway,53.5458546,-113.5165904,3.0,9,1,other
VqqDJmyKRKwo5e26JxLCrw,High Park Barber & Salon,53.5546383,-113.5898221,5.0,5,1,other
EyoGUM01HS9kemQcnTRLIw,Sofra Restaurant,53.545705,-113.502599,4.5,75,1,turkish
B3JF06ctShiYJeg1FyJ5jA,Remedy Cafe,53.5228042,-113.5117214,3.5,127,1,indian
WSllV7Nl13wskOFWjh-BbA,Bountiful Farmers Market,53.4720691,-113.4805395,4.5,16,1,other
c7h5S5Oqz3wq3KufxUlmtQ,Crepe Works,53.52272,-113.619954,2.5,14,1,french
JI3-QZwm6vihIFBcekgyaA,Matrix Hotel,53.5393127726,-113.5046482086,4.0,55,1,other
9Udgv_7h8oj6NXq5hQeJow,Old Beverly Cafe In & Out,53.5705074,-113.4021041,4.0,9,1,other
YSmh3UwoCPzoLytbYKYBLw,Barbecue King City,53.550455,-113.489228,4.5,6,1,chinese
2Z8LWDUbrUbe-o3KZE2r7Q,Dagu Rice Noodle,53.5412147,-113.4995711,4.5,10,1,chinese
PjWv-WZKYtkKbqOG0y83ZQ,Thien An Restaurant,53.5414485,-113.4403158,4.0,25,1,vietnamese
-AhpS4MUSdYWg8SwZpV6eA,Tokyo Express,53.4550264,-113.4229759,2.5,9,1,japanese
ivqoS7vO__2-rerN_IjZmA,Irie Foods,53.4591,-113.44753,4.0,21,1,other
QOLZ390GGFEBpnky2oNjjA,Be-a-Bella,53.5647674,-113.4388154,4.5,10,1,other
H3bwwCHekjRPiE1n8CvV6g,Mac T Donair & Shawarma,53.4533087697,-113.5678353533,3.5,11,1,halal
qxDVtIq0EtvOtVKDwbYOiQ,Tony Roma's,53.4882474,-113.4956328,2.5,26,1,seafood
wqj6JquckEOs1h7rs376kQ,Pho King,53.570101,-113.481466,4.0,58,1,vietnamese
71MulAHeKm5p2kIIGYEwpA,Italian Centre Shop,53.52638,-113.616426,4.5,41,1,italian
RuEIK45gBF5iDbYoSa9tOA,The Underground Tap & Grill,53.5412956,-113.4907434,3.5,96,1,spanish
GnTb5xCf3KoO4Yn5wqP56w,French Quarter Farmers Market,53.5223827049,-113.4671502039,3.5,8,1,other
n8F6d2M3vGfQSZCXy_2ptg,Second Cup,53.559927,-113.566432,2.5,9,1,other
7sak6hzo7YKcgDsngUov1A,Olly Fresco's,53.5396816,-113.5052005,3.5,16,1,other
8p9TNDj2r-rf1pPmBSc5wQ,Boston Pizza,53.4534067385,-113.5146677196,2.0,22,1,pizzeria
dEotxkNxYaoG_7TS3kzUvQ,Cinnzeo,53.522817,-113.62721,3.5,12,1,other
7bcvLrwVEZN9iEeHxQrJPw,Tokyo Express,53.600574,-113.542302,4.0,10,1,japanese
yLIn3po-fKb0T3UIoJdiyQ,Famoso Neapolitan Pizzeria,53.54153,-113.5247,4.0,117,1,pizzeria
eOko5M1AvsmUF3ipOz8jRA,Made By Marcus,53.5184274838,-113.4986575337,4.5,57,1,other
f06mf_7bT8FibS2UejNrfg,Blush Lane Organic Market,53.517978,-113.4937862,4.0,27,1,other
Gtn4_eWhhkjCVI613L2ZqQ,Starbucks,53.4927862871,-113.4969258149,3.0,9,1,other
O9W0Qs32RL5kU2_9oqZCKQ,Pho Hoan Pasteur,53.4596423757,-113.4331740439,3.5,32,1,vietnamese
UqMcnY7B2WbvkC7DDnTCDw,Villa Bistro,53.5391766,-113.5207561,4.5,19,1,pizzeria
d8tLbQ9o3aVdOLgueJtYXw,Jay Bee's Diner,53.570187,-113.39821,3.5,37,1,american
Aa0lDzrdkiiYGJfKjJxcww,Coliseum Pizza & Steak,53.5702532,-113.4649479,3.5,68,1,pizzeria
P9VrCQBcyoDmMV5xtlOBsQ,Save-On-Foods,53.5426951,-113.5087366,4.0,33,1,other
ZznSNkRERGH8l-wSFJKsEA,McDonald's,53.570705,-113.5354858,1.5,11,1,american
_6Iw4dgSxyoINHgtjruu3Q,Mini Super Pars,53.4665857,-113.4751667,3.5,5,1,other
CzhPYY5-OdPLcEC2BT8rkg,Khan Kebabs,53.4750684,-113.5045822,4.5,8,1,other
Tqt99-TsbRT4bmsXHyA1lA,Rostizado - by Tres Carnales,53.5460453,-113.4991693,4.0,186,1,mexican
g_XpKTFD7oPt-tVXmpdnTw,Chettinad Aachy's,53.5409923,-113.5890938,4.5,16,1,indian
t4sNPmBlDoYwJQD4CnW72Q,Versato's Pizza,53.5870639167,-113.4171299605,4.5,24,1,pizzeria
XOdi_mGwtMM0JAbSE-fSAQ,Jugo Juice,53.435305,-113.602115,4.5,7,1,other
fmeU9uSwRHpfBSNnYQbeXQ,Good Taste Chinese Take Out & Deliver,53.452975,-113.5108899,3.0,13,1,chinese
mvJazJqQvm7CO7kykpDptg,McDonald's,53.4949355039,-113.6646821691,2.5,17,1,american
Q_epla2UIUaSgT79ov5Yvg,Beez Healthy Fast Food,53.5247631,-113.5208276,2.5,8,1,other
0tWbQOfwGqH7IXcE375p0Q,The Funky Chicken Kitchen,53.5229946,-113.6244207,2.5,8,1,other
5nlpLTaOXgDQgKBHhAzm2g,The Burger Joint,53.452698,-113.4697591,4.0,87,1,american
3fzqVKBxVXjwb3GorguhPA,Lucky Supermarket,53.601665,-113.538915,4.0,18,1,other
nDD_6elPOfDe0eRk9xVHNQ,Normand's Bistro,53.542962,-113.488372,3.5,32,1,french
o3ZzCZCSqK70-S_NnQ4DZA,Wing's Restaurant,53.5870245,-113.4059748,2.5,14,1,chinese
136iuMkyEda_6tmkMI5haw,Gyu-Kaku Japanese BBQ,53.5410856,-113.5000553,4.0,32,1,japanese
N-ej51lLtIl4TMC-Qb3k4A,Zen All-You-Can-Eat Sushi & Grill,53.5129039,-113.4982425,3.0,90,1,japanese
-0Ym1Wg3bXd_TDz8JtvOQg,Yelo'd Ice Cream,53.518487,-113.493183,4.5,105,1,other
GJkLA1CII3JPaGvzgVRsgQ,King's Court Barber Shop,53.4794515,-113.5018782,3.5,5,1,other
imfSiNMesWjGTSX7xLDHXg,Brew Ville,53.5178137,-113.4657987,5.0,17,1,other
MimXaE22Ubx65T6uY6tMqA,Oodle Noodle,53.4568516,-113.3689866,3.5,10,1,chinese
56YIYqSVmJWwOW5o1KxEYQ,Coco fresh Tea And Juice,53.6027376238,-113.4933038785,2.5,6,1,other
NxZoFqoXTSLLReG38FTRqg,Filistix,53.538696359,-113.5042560602,4.5,12,1,other
II1wdM44tsY71MtVmIsLvQ,Korean Japanese Food & Ware,53.4631619,-113.4866509,4.0,8,1,other
6G215lhJV-gr_pxYxX9MWA,Sobeys,53.6274226,-113.414481,3.5,6,1,other
1T6X5DvsMezSGCfJ8K11gw,Ed's Bowling,53.5243949754,-113.6254307831,3.0,41,1,other
ubkCYzHu9ZnGi3vOQy_P1A,H & W Produce,53.4649282,-113.4743242,3.5,25,1,other
kPG6r0h73sPgXBei0MyzYg,Numchok Wilai,53.5500993,-113.5357209,4.5,86,1,thai
RsJE0PIwTgKSB6CHmutjAw,Starbucks,53.5998876,-113.4874282,3.5,12,1,other
6HCuq-HhycCP6FAEOozybg,Haweli,53.4517809,-113.4865457,4.0,9,1,indian
KPnJ3hdHljTWbsq_mx5oZQ,Starbucks,53.4239785329,-113.5142933512,2.5,11,1,other
wu53SqfBAoJMQWILHlDe9w,Subway,53.518302,-113.505604,2.5,5,1,other
3d0GxTJo_0eOMCzouf61xQ,Boston Pizza,53.5992767,-113.4061985,3.5,7,1,pizzeria
g_4FE6yWIihMdVi3eHAtog,Macarons & Goodies,53.5487158886,-113.4938952327,4.0,20,1,french
BSSuIk1eV8Pt1WcQnUkofQ,Café O'Play,53.4947346,-113.5784376,3.0,22,1,other
rojvqz-6M54WqeUeBCSREw,SYC Brewing,53.5612036,-113.6290667,4.5,7,1,other
KCITqwSSNIM5VJfmbPJkCw,The Captain's Boil,53.4507197,-113.4838947,3.5,64,1,cajun
boLOUdV5T1O5a1cWaClfDA,Mary Brown's Famous Chicken & Taters,53.4763431,-113.4175718,3.0,16,1,american
if2ZvtLUOdn6EFeWjZV6tg,El Fogón Latino,53.5712339,-113.46484,4.5,19,1,american
swUT7AsP776D0XEBQrSznA,Bubba Gump Shrimp Co.,53.5224467245,-113.627608,2.5,132,1,seafood
wgAOla9CZxzuLMyEPvl3Ng,IHOP,53.4743722288,-113.4942019901,3.0,76,1,american
P48O-s2OOVq8UBtskQ90tQ,Uncle Ed's Restaurant,53.570634,-113.416455,4.0,60,1,other
zseMBzx3aoFwswlqfukOvw,Denim and Smith,53.5438756,-113.4923393,3.5,5,1,other
HD5GGEC7gqidfM79CQ_jcg,Canova Pasticceria,53.5840443,-113.5373745,4.0,6,1,other
bp30i_ebNELo9UmyEqAUvw,Best Donair,53.540313,-113.580598,4.0,18,1,other
3Yogz58lIto-kceF2y-THg,Double Greeting Wonton House,53.5448892,-113.4830421,4.0,52,1,chinese
cBKnslx4cF0tiSrhjHWrdA,Blues On Whyte,53.5179386,-113.4957954,3.5,27,1,other
Pw6fbFqzYt3DfQardKyCBw,Bubble T,53.555888,-113.493487,4.5,13,1,other
w6EsNczicg3DtIICHWr59A,The Chvrch of John,53.544322,-113.49764,3.0,7,1,other
RlLtCPvjTA3bS1_4DFvBRw,P & L Chinese Restaurant,53.538694,-113.500775,4.0,10,1,chinese
ap7I61TNaBokTQpBcOJyJQ,Wilton J Distributors,53.512475,-113.414670627,4.5,5,1,other
bkVWDM_f-VJplSbUP_6urg,Bauernschmaus Restaurant,53.5047653,-113.4869063,4.0,29,1,other
dCvPCi20Dkpb7Fxxfgj9sg,Smitty's Family Restaurants,53.4914254,-113.4935353,2.5,8,1,other
cPPBmF5qtQjr7YkhkulNQQ,British Import Shop,53.522263,-113.618462,3.0,15,1,other
69Gh8Vf8MFbD6bbKBv8_og,Long & McQuade,53.5982032,-113.5818603,3.0,15,1,other
fP34qfew4r5Kd9boDBD9lA,A&W,53.5598469,-113.5780454,3.5,5,1,american
vz2a98UDTqhJJ8ctURMHJA,Kokoriko,53.4451857,-113.5774671,4.0,7,1,korean
ncoNsZxXNLGPeunBkL4I4w,Checkers Pizza,53.5184818,-113.5056171,3.0,17,1,pizzeria
waPnDEqaTJ7wigQQaUcSqg,Ninja Noodle,53.4928011,-113.4420074,4.0,28,1,vegan
1LVMlrAQeqLgiwFu06kFfw,The Workshop Eatery,53.4157353,-113.4801255,4.0,139,1,other
6wkfND4jna1X9FWi2x3nAw,Bin 104,53.4919003,-113.4966408,5.0,6,1,other
U7HUYQAUzjBraAi_pEsHIA,Royal Pizza,53.6301570239,-113.5370699412,3.5,19,1,pizzeria
zTdUzhwCUDglY6bHJUEuzg,Kabuki Sushi and Grill,53.523778,-113.512248,3.5,38,1,japanese
xutp5J4DiKAZ8aM-yRH_fw,Tasty Tomato Italian Eatery,53.54263,-113.5671174,4.0,51,1,pizzeria
Id_FzuIECTCom2UeENyxlg,T&T Supermarket,53.6004511055,-113.4878468513,3.0,32,1,other
OjS4cZZxlyTvq6y9idmkjw,Caffiend,53.4113514,-113.5676441,5.0,15,1,other
35XA5-HmCdlGig97Lf3WUg,Tim Hortons,53.498688,-113.419217,3.0,6,1,other
uqdV-d4Jo7xYmRRze73iPg,Mythos Greek Taverna,53.4924394999,-113.4981340332,4.0,31,1,greek
2AYNaQcQcR1UqIt7TOpOhg,SPUD,53.5046751,-113.4351168,3.0,19,1,other
OkH5E55n6FHpGWB19Dgdog,Mucho Burrito,53.4673275,-113.4945029,2.5,30,1,mexican
9-uRQkRkXdPQmnU1o8wc4Q,The Local Omnivore,53.5555875,-113.5288397,4.0,71,1,other
CglxS35-7j94tD5tWaPwsQ,Grindstone Theatre,53.5168303,-113.4895433,4.0,8,1,french
TgKRLhpCx3JLJL4ziYImYQ,Pizza 73,53.542406,-113.575022,2.5,8,1,pizzeria
9TJzfMc4gEKSUxfnGcj6dw,Table Top Cafe,53.4943631,-113.4428015,4.5,33,1,other
jSr8KHVtQWgC_S_xNyrG5w,Dream Tea House,53.5154531528,-113.49995082,4.0,65,1,other
8QoUxJFa1dc_x5bFBpkL0A,A&W,53.5981756,-113.4218711,1.5,7,1,american
XXHWsboaa2MQLKaMLD9Yew,Spot On Donair and Kebab,53.4250123,-113.4788525,2.5,13,1,halal
S3Kl763P-wKnDLFy0iirqA,Gateway Entertainment Centre,53.4688242,-113.4932117,2.5,43,1,other
STiJrl3ox83syL-jw6FllQ,The Chopped Leaf,53.547234,-113.520793,4.0,10,1,vegan
12_YxEYiswleR_TMtxkuHg,PrimeTime Donair,53.459041,-113.4335008,3.5,28,1,other
P5vYYNdfJN8sCTYWIWZgjw,The Leaf Bar and Grill,53.5924013318,-113.480957933,3.5,5,1,other
C-m2goUXTiEVrQBpXsiTLA,Dynasty Century Palace,53.5491597,-113.4886588,3.0,36,1,chinese
VNIIbbmezbdiwcldBtW8Pw,Dairy Queen Grill & Chill,53.5540562524,-113.493241448,2.0,6,1,other
1-z2XZpoBhZF0a5bK-btOw,Mr Pretzels,53.48605,-113.513006,4.0,10,1,other
eKh-KrtRynr-ik1xTpShUg,Eddie's Donair,53.6164753,-113.5397345,3.0,9,1,other
dRQ070s-UZiKdCFU78aekQ,El Mariachi,53.5569438,-113.5357433,4.0,30,1,mexican
Hf5d6683-zPMmN0tQWi7BQ,Tim Hortons,53.4875026,-113.4870234,3.0,5,1,other
ibDw7ntn1_OUS2PtFAps7w,Press'd The Sandwich,53.5204471,-113.5208965,4.0,5,1,other
zvVJFBnDYOz_hsm5DLQJMA,Wine and Beyond,53.4367762591,-113.6106466631,4.0,27,1,other
waasmmVpX8RlV55nEBUElA,Provisions By Duchess,53.5568227696,-113.5274825513,4.5,14,1,other
ryinOK7C290pGMskTdlulA,Tony Roma's,53.598369,-113.570688,2.0,27,1,seafood
yghCRxGNOlD6-iCZVoVL8w,OPA! of Greece West Edmonton Mall - A,53.5230380164,-113.6202675308,3.5,11,1,greek
zCGoQt3VCVP0iT6WtIeHZA,Sicilian Pasta Kitchen South,53.4537365,-113.5255242,3.5,97,1,italian
7ej1jq6JrU3J3QQv_O84pA,Miss Saigon,53.5138518,-113.4965428,4.0,39,1,vietnamese
LWxplpZ01XtgpkSBSicNCQ,Tim Hortons,53.454541,-113.5644775,2.5,10,1,other
zdMh__ATXg8tHzKpXzoNFQ,Laziza,53.613639,-113.515375,4.5,24,1,pizzeria
3B9vzbshfvEMu_4HZnXmLQ,Dairy Queen,53.5642069428,-113.5529507773,2.5,5,1,american
oSayyuU2ngd8rWEGGb4_KQ,Carl's Jr,53.5071112424,-113.4434783137,3.0,18,1,american
GJj24BcOCr5LB0Td2rU2dg,Ben's Meat,53.5415989,-113.5934615,5.0,27,1,other
CVsLAzbSEfVgDSnSslwJqA,Menjiro Ramen,53.4595134212,-113.4936970845,4.0,36,1,japanese
X_P7ZO_ktlrL-5a9AOr_SQ,Lee Garden Cuisine,53.4680569,-113.4312494,2.5,6,1,chinese
tGtvJ8zDhd2wz6lyBn3beQ,Simply Supper,53.4547891,-113.5650026,4.5,7,1,other
jgUJ2CkM3LaRHpt3JhKc7g,Walmart,53.5203366209,-113.5937854233,2.0,9,1,other
luZhNXY9xgOCZ7BKu4nBnA,A & W Restaurants,53.59981,-113.533147,3.0,7,1,american
LY-L8C-9w__NQqCLHDQARg,Noodle Feast,53.4686084,-113.4879089,4.5,72,1,chinese
fdez0D4ovth2k1IvR0ZbpQ,Sabor,53.5433810872,-113.4976051483,4.0,141,1,italian
XCHMsIpz2htBIvE7dxXL0g,The Marc,53.538319,-113.503222,4.0,134,1,french
Nliy-danjhEljFaubeYZSA,Freshii,53.6415145,-113.5825942,3.5,6,1,vegan
R_3EhO4r3kMSw_W9DpbYaA,Starbucks,53.4555859,-113.5154895,4.0,11,1,other
mZhgrM010o3JkaCZO3dXRw,McDonald's,53.5969915923,-113.3869621282,1.5,13,1,american
xpTgJCS-vGrq-FPkid0GWg,New Indian Village,53.5999182,-113.4228353,3.5,41,1,indian
CVt2-nlsxOz5NSdM35NSkA,Tofu House,53.4879934702,-113.4798344225,3.5,35,1,korean
_mjGuF7kI1r4VqayQaSjsA,The Sherlock Holmes Pub,53.5424944,-113.4913413,3.5,111,1,other
zxJfzu6Hy4E5bjP9fzh93g,Nikki's,53.560927792,-113.554500038,4.0,8,1,american
3sgYRksSWZC3CXnKCpCqFA,Save-On-Foods,53.4228392617,-113.4759190829,3.5,5,1,other
vs8oaMdhde9odlAlo9TTCA,Bar Burrito,53.6282595,-113.408489,3.5,6,1,mexican
9L7yi0YRdzbK1KCjBsalNw,Tim Hortons,53.522344926,-113.5252304348,2.0,7,1,other
ZGbDVwETOexkHzMtB1C05g,Sea Change Brewing,53.498558,-113.484976,5.0,15,1,other
LD6E23dXhTG29aFOMs0JGg,Chuck E. Cheese,53.447382,-113.484044,4.0,12,1,pizzeria
LXkm3ehWCSOxhoMcaStJxw,Albert's Family Restaurant,53.6005937,-113.5501778,4.0,14,1,other
JS4jSXmDCrdw6EYUTO1Pfg,Goodfellow's Pub & Grill,53.462781,-113.503404,4.0,9,1,other
XbgJDCeLtHCRHc0AQk4DAA,G & R Liquor Mart,53.537526,-113.508697,3.0,5,1,other
imtbPn9ShAEtMZH6NKkysw,Golden Scizzors Hairstyling,53.562677,-113.505546,3.0,5,1,other
2rt7k-vLmXXqzP2UForL2w,Yokozuna Japanese Restaurant,53.4783873,-113.5040267,4.0,95,1,japanese
fAb5VPstQtGA8aCuzCa3BA,The Organic Box,53.4940048605,-113.4257312248,4.0,22,1,other
dJINO-g_RfwsJcuj9uumdA,Highlevel Diner,53.523947,-113.5126,4.0,167,1,vegan
tRnOUrnAEJUWrf7SqVKJEQ,Hughes,53.4926971,-113.4454174,4.0,5,1,other
-7qO7OvcQS7t6v6uHxDAxw,Java Jive,53.525262,-113.5271987,4.0,6,1,other
oSwatEhA-zDGaYD26a5_PA,Szechuan Castle,53.55873,-113.587789,3.5,33,1,chinese
2qHVqbps43bf64Ej4PevOQ,Nando's PERi-PERi,53.59437,-113.4154,3.5,34,1,other
J-8MQYS17TC2bWXx5luxZQ,Bridges Catering,53.5602231,-113.4831267,4.5,7,1,other
ZW3xKjquzgmr48rbFoWsdw,Victoria Fancy Sausage,53.570677,-113.441847,4.5,15,1,other
3YVNzWtVSfb7q9iBqmhVpw,la boca loca,53.4744438,-113.4853221,4.5,10,1,american
Y9j4TQT0vvi8QlP5IPcdEg,Bulk Barn,53.5398006175,-113.6410535398,3.5,7,1,other
Quz_LlKT-HRRxpijmzpIVw,The Creperie,53.5435145,-113.4976116,3.5,86,1,french
4T8dsk4lvfpdHSrWuRAKdA,Starbucks,53.5657451132,-113.5208058357,2.5,7,1,other
a2UtxqPxstaoyU4yrisDwg,Tim Horton's,53.488530085,-113.5155798867,1.5,9,1,other
U6tiAyI0imMxUXN5QB_Y3Q,West-End Registries,53.5398982,-113.614234,3.5,8,1,other
2Z_ieKzYIIxt6iB3lgPnJQ,KFC,53.4672042537,-113.4932902712,2.5,9,1,american
DI6eQxYSWVwQgvPCgwxAUw,Cacao 70 Eatery,53.5182388,-113.4987243,3.5,34,1,other
ddibKJk-XuUhom1uI754WA,Panda Hut Express,53.4533298,-113.5085046,3.0,46,1,chinese
85Tqgr56qCaet0uWuzgOVQ,Edmonton Public Library - Riverbend,53.4681012,-113.5835983,4.0,5,1,other
epATFewOc7tqO6QudzmSyA,Edmonton Public Library - Capilano,53.539952,-113.4322781,5.0,7,1,other
VEcEVVa1HhRFjb5LCVxRbA,Wildbird General Store,53.4852379798,-113.487366574,4.5,5,1,other
FXoteBXRrB5uZMu09QdGHA,Del Posto Italian Kitchen,53.540576,-113.504999,4.5,6,1,italian
l4glnwPAOFGAHxKC3TziLQ,Humpty's Family Restaurants,53.5895251826,-113.4196844464,2.5,9,1,american
it76K5FJuOtszt8cIoXaeA,Boston Pizza,53.5998932,-113.5310172,3.0,12,1,pizzeria
lbMWWUdA3O0V5SsaLilfHA,Rooster Cafe & Kitchen,53.5183087,-113.5074799,3.0,41,1,american
7f6t1tRCcspimNvIG4rZBA,Booster Juice,53.5148804,-113.4970971,4.0,5,1,other
4SN5pmG-Qsb-0OHY-23FGg,Glass Monkey,53.495616733,-113.5178946022,3.5,58,1,spanish
AfdKrBdW6msUyOrf4pnD6g,Liquor Depot,53.541766,-113.5098389,3.0,6,1,other
GeJDRekaf7miGFPW9duzqw,Fargos,53.540751,-113.424818,3.5,41,1,pizzeria
